reaction_id,article_id,entity,entity_type,asian_status,reaction,reaction_reason
reaction_7765,Article_323,ksat.com,business_entities,Not applicable,Cannot be inferred,
reaction_7766,Article_324,Unknown White Man,perpetrators,Non-Asian,Cannot be inferred,"The women, who were wearing masks, confronted the driver, an older white man"
reaction_7767,Article_324,Unknown Men,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_7768,Article_324,Clara Kan,victims,Asian,Videotaping/confronting harasser/attacker,"The women, who were wearing masks, confronted the driver, an older white man"
reaction_7769,Article_324,Kan's Mother,victims,Asian,Cannot be inferred,
reaction_777,Article_40,Robert Aaron Long,perpetrators,Non-Asian,Color blind/minimizing racism,"He confessed to the shootings during an interview with authorities and said his actions were not racially motivated, police said."
reaction_7770,Article_324,East Asian Canadians,victims,Asian,Videotaping/confronting harasser/attacker,"Ms. Kan is adamant that she will never remain silent about the kind of abuse she, her mother and many other East Asian Canadians are facing."
reaction_7771,Article_324,Chinese People,victims,Asian,Videotaping/confronting harasser/attacker,"""I was bold enough to confront these racists"""
reaction_7772,Article_324,Asian People,victims,Asian,Videotaping/confronting harasser/attacker,"""I was bold enough to confront these racists"""
reaction_7773,Article_324,RCMP,law_enforcement_agencies,Not applicable,Cannot be inferred,Ms. Kan immediately reported the incident to the RCMP.
reaction_7774,Article_325,Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"Trump has been blaming China for months now, and that was the intention of his reply."
reaction_7775,Article_325,Bryan Adams,celebrities,Non-Asian,Politicians initiated anti-Asian hate and racism,"Originally, on Instagram, he said: ""[T]hanks to some (expletive) bat eating, wet market animal selling, virus making greedy b******s, the whole world is now on hold. My message to them other than ""thanks a (expletive) lot"" is go vegan."""
reaction_7776,Article_325,Asians,victims,Asian,Cannot be inferred,
reaction_7777,Article_325,Asian-American CBS reporter,victims,Asian,Cannot be inferred,
reaction_7778,Article_325,my mom,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_7779,Article_325,Chinese government,government_bodies,Not applicable,Cannot be inferred,
reaction_778,Article_40,Asian women spa victims,victims,Asian,Cannot be inferred,
reaction_7780,Article_326,Jennifer Turner,professionals,Cannot be inferred,Cannot be inferred,"She also received a gift bag including fresh fruit and snacks from her supervisor, Jennifer Turner, director of the CEF, with a message expressing her hope that the interns stay strong amid the coronavirus pandemic. At the beginning of this pandemic, Jennifer asked me about the situation of my family and the city they live in, and she also wanted to make donations to Chinese people."
reaction_7781,Article_326,Chinese people and Asian Americans,victims,Asian,Cannot be inferred,
reaction_7782,Article_326,Zou Yining,other_individuals,Asian,Cannot be inferred,"Zou Yining, a second-year graduate student from China at Georgetown University, has found a way to stay positive during the COVID-19 pandemic - by helping others.; On April 28, Zou, with another classmate, donated all of her KN95 masks and three bags of disinfectant wipes to the hospital.; ""I feel really happy since I have an opportunity to contribute to the common good, even though I'm not that strong."""
reaction_7783,Article_326,Zou's colleague (mask maker),other_individuals,Cannot be inferred,Cannot be inferred,"""One of my colleagues made masks with her tiny sewing machine and then donated them to community workers, cleaners and couriers,"" Zou said."
reaction_7784,Article_326,Zou's colleague (takeout supporter),other_individuals,Cannot be inferred,Cannot be inferred,"And another colleague, who preferred to cook at home before, decided to order takeout more frequently to support local restaurants."
reaction_7785,Article_326,Zou's classmate,other_individuals,Cannot be inferred,Cannot be inferred,"On April 28, Zou, with another classmate, donated all of her KN95 masks and three bags of disinfectant wipes to the hospital."
reaction_7786,Article_326,Chinese embassy in Washington,government_bodies,Not applicable,Cannot be inferred,
reaction_7787,Article_326,China Environment Forum,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_7788,Article_326,MedStar Georgetown University Hospital,business_entities,Not applicable,Cannot be inferred,"Zou found the hospital closest to her, MedStar Georgetown University Hospital, and registered her donation information. On April 28, Zou, with another classmate, donated all of her KN95 masks and three bags of disinfectant wipes to the hospital."
reaction_7789,Article_327,Russell Jeung,professionals,Asian,Support Asian Americans,"Since March 19, over 1,800 cases of harassment related to the coronavirus pandemic have been reported to Stop AAPI Hate, a website Jeung created with two advocacy groups."
reaction_779,Article_40,Asian American elders,victims,Asian,Cannot be inferred,
reaction_7790,Article_327,Shirley Ng,professionals,Asian,Support Asian Americans,"In New York, flyers and posters emblazoned with the words 'Don't be cruel' were created by Shirley Ng and her friends for display on Chinatown storefronts, with pointers on how to report a crime."
reaction_7791,Article_327,Asian Americans,victims,Asian,Support Asian Americans,"A spike in harassment of Asian-Americans since the coronavirus pandemic began has led community activists in the United States to fight back — forming street patrols, rallying on social media, and supporting each other online."
reaction_7792,Article_327,Asians,victims,Asian,Cannot be inferred,
reaction_7793,Article_327,Chinese-looking people,victims,Asian,Cannot be inferred,
reaction_7794,Article_327,Seniors and women,victims,Cannot be inferred,Cannot be inferred,
reaction_7795,Article_327,Sara Chin,other_individuals,Asian,Takes actions to stop AAPI hate,The 46-year-old also patrols with New York's Chinatown Block Watch.
reaction_7796,Article_327,Leanna Louie,other_individuals,Asian,Videotaping/confronting harasser/attacker,"""Our mission is to observe, record and report,"" said Leanna Louie, a San Francisco businesswoman who started patrol group United Peace Corp."
reaction_7797,Article_327,Shirley Ng's friends,other_individuals,Cannot be inferred,Support Asian Americans,"In New York, flyers and posters emblazoned with the words 'Don't be cruel' were created by Shirley Ng and her friends for display on Chinatown storefronts, with pointers on how to report a crime."
reaction_7798,Article_327,FBI,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_7799,Article_327,San Francisco Police Department,law_enforcement_agencies,Not applicable,Increasing patrols,"The San Francisco Police Department has expanded its presence on foot and in cars around the city to act as a deterrent against such crimes, it said in a statement."
reaction_78,Article_5,Donald Trump,politicians,Non-Asian,Cannot be inferred,
reaction_780,Article_40,Asian American women,victims,Asian,Cannot be inferred,
reaction_7800,Article_327,New York City Commission on Human Rights,government_bodies,Not applicable,Installing hotlines,The New York City Commission on Human Rights this week launched a multilingual campaign to combat COVID- 19-related discrimination after it received over 350 such complaints from Feb. 1 to May 15.
reaction_7801,Article_327,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"Some of the harassment has taken place inside of stores, Jeung said, adding that Stop AAPI Hate is working with retailers to figure out how to ensure safe access for customers."
reaction_7802,Article_327,Asian American Legal Defense and Education Fund,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"""I don't have to wait for support. It's my community,"" said Ng, an events assistant at the Asian American Legal Defense and Education Fund."
reaction_7803,Article_327,Guardian Angels,community_groups,Not applicable,Takes actions to stop AAPI hate,"The Guardian Angels, with patrols in over 130 cities worldwide, are recruiting in U.S. Asian communities for the first time in 41 years."
reaction_7804,Article_327,Chinatown Block Watch,community_groups,Not applicable,Increasing patrols,The 46-year-old also patrols with New York's Chinatown Block Watch.
reaction_7805,Article_327,United Peace Corp,community_groups,Not applicable,Videotaping/confronting harasser/attacker,"""Our mission is to observe, record and report,"" said Leanna Louie, a San Francisco businesswoman who started patrol group United Peace Corp."
reaction_7806,Article_328,Mike Pompeo,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"Those Washington China-hardliners, most notably U.S. Secretary of State Mike Pompeo and White House trade advisor Peter Navarro, have raced to use every possible chance to link the disease and the dire situation in the United States with China."
reaction_7807,Article_328,Peter Navarro,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"Those Washington China-hardliners, most notably U.S. Secretary of State Mike Pompeo and White House trade advisor Peter Navarro, have raced to use every possible chance to link the disease and the dire situation in the United States with China. In a recent ABC TV show, Navarro peddled his new conspiracy theory that China used air travels to ""seed"" the virus around the world."
reaction_7808,Article_328,John Cornyn,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"Other senior U.S. politicians like U.S. Senator for Texas John Cornyn have also joined the China-bashing binge, seeking to pin the blame of the outbreak on what they claimed ""a culture where people eat bats and snakes and dogs and things like that"" in China."
reaction_7809,Article_328,Wilbur Ross,politicians,Non-Asian,Cannot be inferred,
reaction_781,Article_40,Vinh Bui,other_individuals,Asian,Videotaping/confronting harasser/attacker,And then he started fighting back.
reaction_7810,Article_328,Antonio Guterres,politicians,Non-Asian,Support Asian Americans,"""We must act now to strengthen the immunity of our societies against the virus of hate,"" United Nations Secretary-General Antonio Guterres has said, calling on political leaders ""to show solidarity with all members of their societies and build and reinforce social cohesion."""
